iso3,year,partner,measure,value,unit,source,retrieved
DEU,2006,European Union,export share,56.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2007,European Union,export share,57.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2008,European Union,export share,57.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2009,European Union,export share,56.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2010,European Union,export share,54.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2011,European Union,export share,53.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2012,European Union,export share,50.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2013,European Union,export share,50.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2014,European Union,export share,50.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2015,European Union,export share,50.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2016,European Union,export share,51.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2017,European Union,export share,51.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2018,European Union,export share,52.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2019,European Union,export share,52.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2020,European Union,export share,52.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2021,European Union,export share,54.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2022,European Union,export share,55.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2023,European Union,export share,54.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2024,European Union,export share,54.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2025,European Union,export share,55.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2002,European Union,import share,59.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2003,European Union,import share,60.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2004,European Union,import share,59.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2005,European Union,import share,58.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2006,European Union,import share,58.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2007,European Union,import share,59.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2008,European Union,import share,58.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2009,European Union,import share,60.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2010,European Union,import share,58.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2011,European Union,import share,58.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2012,European Union,import share,58.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2013,European Union,import share,60.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2014,European Union,import share,61.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2015,European Union,import share,61.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2016,European Union,import share,62.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2017,European Union,import share,62.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2018,European Union,import share,62.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2019,European Union,import share,63.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2020,European Union,import share,63.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2021,European Union,import share,63.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2022,European Union,import share,60.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2023,European Union,import share,65.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2024,European Union,import share,65.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DEU,2025,European Union,import share,65.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2002,European Union,export share,60.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2003,European Union,export share,61.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2004,European Union,export share,62.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2005,European Union,export share,62.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2006,European Union,export share,62.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2007,European Union,export share,62.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2008,European Union,export share,61.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2009,European Union,export share,59.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2010,European Union,export share,57.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2011,European Union,export share,56.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2012,European Union,export share,53.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2013,European Union,export share,55.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2014,European Union,export share,55.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2015,European Union,export share,55.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2016,European Union,export share,55.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2017,European Union,export share,53.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2018,European Union,export share,54.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2019,European Union,export share,52.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2020,European Union,export share,51.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2021,European Union,export share,53.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2022,European Union,export share,55.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2023,European Union,export share,55.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2024,European Union,export share,54.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2025,European Union,export share,54.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2002,European Union,import share,66.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2003,European Union,import share,66.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2004,European Union,import share,64.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2005,European Union,import share,65.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2006,European Union,import share,66.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2007,European Union,import share,67.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2008,European Union,import share,66.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2009,European Union,import share,64.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2010,European Union,import share,63.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2011,European Union,import share,64.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2012,European Union,import share,64.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2013,European Union,import share,64.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2014,European Union,import share,64.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2015,European Union,import share,65.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2016,European Union,import share,67.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2017,European Union,import share,65.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2018,European Union,import share,66.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2019,European Union,import share,66.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2020,European Union,import share,69.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2021,European Union,import share,68.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2022,European Union,import share,66.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2023,European Union,import share,68.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2024,European Union,import share,66.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
DNK,2025,European Union,import share,67.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2002,European Union,export share,65.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2003,European Union,export share,66.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2004,European Union,export share,65.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2005,European Union,export share,64.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2006,European Union,export share,63.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2007,European Union,export share,63.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2008,European Union,export share,62.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2009,European Union,export share,63.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2010,European Union,export share,62.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2011,European Union,export share,60.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2012,European Union,export share,57.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2013,European Union,export share,56.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2014,European Union,export share,56.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2015,European Union,export share,57.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2016,European Union,export share,58.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2017,European Union,export share,59.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2018,European Union,export share,59.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2019,European Union,export share,59.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2020,European Union,export share,61.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2021,European Union,export share,62.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2022,European Union,export share,63.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2023,European Union,export share,63.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2024,European Union,export share,62.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2025,European Union,export share,61.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2002,European Union,import share,62.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2003,European Union,import share,62.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2004,European Union,import share,61.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2005,European Union,import share,58.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2006,European Union,import share,56.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2007,European Union,import share,58.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2008,European Union,import share,54.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2009,European Union,import share,57.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2010,European Union,import share,54.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2011,European Union,import share,52.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2012,European Union,import share,50.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2013,European Union,import share,51.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2014,European Union,import share,52.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2015,European Union,import share,55.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2016,European Union,import share,57.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2017,European Union,import share,55.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2018,European Union,import share,55.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2019,European Union,import share,54.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2020,European Union,import share,56.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2021,European Union,import share,54.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2022,European Union,import share,50.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2023,European Union,import share,55.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2024,European Union,import share,55.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
ESP,2025,European Union,import share,56.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2002,European Union,export share,76.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2003,European Union,export share,78.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2004,European Union,export share,76.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2005,European Union,export share,74.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2006,European Union,export share,63.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2007,European Union,export share,67.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2008,European Union,export share,67.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2009,European Union,export share,67.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2010,European Union,export share,66.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2011,European Union,export share,64.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2012,European Union,export share,63.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2013,European Union,export share,68.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
EST,2014,European Union,export share,69.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
